X,author,title,type,start,end,words,kind
1728,"Gilman, Charlotte Perkins",Herland,sentence,3641,3706,What she said about our importance gave instant pleasure to Terry,NA
1729,"Gilman, Charlotte Perkins",Herland,sentence,3708,3769,I could see by the way he lifted his head that it pleased him,NA
1730,"Gilman, Charlotte Perkins",Herland,sentence,3771,3922,But when she spoke of our womensomeway I had a queer little indescribable feeling not like any feeling I ever had before when women were mentioned,NA
1731,"Gilman, Charlotte Perkins",Herland,sentence,3925,3961,Will you tell us how it came about,NA
1732,"Gilman, Charlotte Perkins",Herland,sentence,3963,3975,Jeff pursued,NA
1733,"Gilman, Charlotte Perkins",Herland,sentence,3977,4070,You said for two thousand yearsdid you have men here before that  Yes answered Zava,NA
1734,"Gilman, Charlotte Perkins",Herland,sentence,4073,4105,They were all quiet for a little,NA
1735,"Gilman, Charlotte Perkins",Herland,sentence,4108,4202,You should have our full history to readdo not be alarmedit has been made clear and short,NA
1736,"Gilman, Charlotte Perkins",Herland,sentence,4204,4256,It took us a long time to learn how to write history,NA
1737,"Gilman, Charlotte Perkins",Herland,sentence,4258,4294,Oh how I should love to read yours,NA
1738,"Gilman, Charlotte Perkins",Herland,sentence,4297,4369,She turned with flashing eager eyes looking from one to the other of us,NA
1739,"Gilman, Charlotte Perkins",Herland,sentence,4372,4411,It would be so wonderfulwould it not,NA
1740,"Gilman, Charlotte Perkins",Herland,sentence,4413,4567,To compare the history of two thousand years to see what the differences arebetween us who are only mothers and you who are mothers and fathers too,NA
1741,"Gilman, Charlotte Perkins",Herland,sentence,4569,4653,Of course we see with our birds that the father is as useful as the mother almost,NA
1742,"Gilman, Charlotte Perkins",Herland,sentence,4655,4726,But among insects we find him of less importance sometimes very little,NA
1743,"Gilman, Charlotte Perkins",Herland,sentence,4728,4863,Is it not so with you  Oh yes birds and bugs Terry said but not among animalshave you NO animals  We have cats she said,NA
1744,"Gilman, Charlotte Perkins",Herland,sentence,4865,4896,The father is not very useful,NA
1745,"Gilman, Charlotte Perkins",Herland,sentence,4899,4934,Have you no cattlesheephorses,NA
1746,"Gilman, Charlotte Perkins",Herland,sentence,4936,5001,I drew some rough outlines of these beasts and showed them to her,NA
1747,"Gilman, Charlotte Perkins",Herland,entity,589,592,Jeff,person
1748,"Gilman, Charlotte Perkins",Herland,entity,1123,1126,Jeff,person
1749,"Gilman, Charlotte Perkins",Herland,entity,4780,4784,Terry,person
1750,"Gilman, Charlotte Perkins",Herland,sentence,1,217,  We had in the very old days these said Somel and sketched with swift sure touches a sort of sheep or llama and thesedogs of two or three kinds that thatpointing to my absurd but recognizable horse,NA
1751,"Gilman, Charlotte Perkins",Herland,sentence,220,253,What became of them asked Jeff,NA
1752,"Gilman, Charlotte Perkins",Herland,sentence,256,284,We do not want them anymore,NA
1753,"Gilman, Charlotte Perkins",Herland,sentence,286,353,They took up too much roomwe need all our land to feed our people,NA
1754,"Gilman, Charlotte Perkins",Herland,sentence,355,393,It is such a little country you know,NA
1755,"Gilman, Charlotte Perkins",Herland,sentence,396,429,Whatever do you do without milk,NA
1756,"Gilman, Charlotte Perkins",Herland,sentence,431,459,Terry demanded incredulously,NA
1757,"Gilman, Charlotte Perkins",Herland,sentence,462,467,MILK,NA
1758,"Gilman, Charlotte Perkins",Herland,sentence,469,621,We have milk in abundanceour own  ButbutI mean for cookingfor grown people Terry blundered while they looked amazed and a shade displeased,NA
1759,"Gilman, Charlotte Perkins",Herland,sentence,624,647,Jeff came to the rescue,NA
1760,"Gilman, Charlotte Perkins",Herland,sentence,649,721,We keep cattle for their milk as well as for their meat he explained,NA
1761,"Gilman, Charlotte Perkins",Herland,sentence,723,762,Cows milk is a staple article of diet,NA
1762,"Gilman, Charlotte Perkins",Herland,sentence,764,825,There is a great milk industryto collect and distribute it,NA
1763,"Gilman, Charlotte Perkins",Herland,sentence,828,853,Still they looked puzzled,NA
1764,"Gilman, Charlotte Perkins",Herland,sentence,855,887,I pointed to my outline of a cow,NA
1765,"Gilman, Charlotte Perkins",Herland,sentence,889,1001,The farmer milks the cow I said and sketched a milk pail the stool and in pantomime showed the man milking,NA
1766,"Gilman, Charlotte Perkins",Herland,sentence,1003,1107,Then it is carried to the city and distributed by milkmeneverybody has it at the door in the morning,NA
1767,"Gilman, Charlotte Perkins",Herland,sentence,1110,1132,Has the cow no child,NA
1768,"Gilman, Charlotte Perkins",Herland,sentence,1134,1155,asked Somel earnestly,NA
1769,"Gilman, Charlotte Perkins",Herland,sentence,1158,1239,Oh yes of course a calf that is  Is there milk for the calf and you too,NA
1770,"Gilman, Charlotte Perkins",Herland,sentence,1242,1448,It took some time to make clear to those three sweetfaced women the process which robs the cow of her calf and the calf of its true food and the talk led us into a further discussion of the meat business,NA
1771,"Gilman, Charlotte Perkins",Herland,sentence,1450,1523,They heard it out looking very white and presently begged to be excused,NA
1772,"Gilman, Charlotte Perkins",Herland,sentence,1529,1627,CHAPTER 5 A Unique History   It is no use for me to try to piece out this account with adventures,NA
1773,"Gilman, Charlotte Perkins",Herland,sentence,1629,1750,If the people who read it are not interested in these amazing women and their history they will not be interested at all,NA
1774,"Gilman, Charlotte Perkins",Herland,sentence,1753,1825,As for usthree young men to a whole landful of womenwhat could we do,NA
