,author,title,id,type,start,end,constituents,words,kind
1156,"Gilman, Charlotte Perkins",Herland,25,sentence,2791,2996,632:673,A big room high and wide with many lofty windows whose closed blinds let through soft greenlit air a beautiful room in proportion in color in smooth simplicity a scent of blossoming gardens outside,NA
1157,"Gilman, Charlotte Perkins",Herland,26,sentence,2999,3119,674:697,I lay perfectly still quite happy quite conscious and yet not actively realizing what had happened till I heard Terry,NA
1158,"Gilman, Charlotte Perkins",Herland,27,sentence,3122,3146,698:706,Gosh was what he said,NA
1159,"Gilman, Charlotte Perkins",Herland,28,sentence,3149,3165,707:711,I turned my head,NA
1160,"Gilman, Charlotte Perkins",Herland,29,sentence,3167,3233,712:726,There were three beds in this chamber and plenty of room for them,NA
1161,"Gilman, Charlotte Perkins",Herland,30,sentence,3236,3290,727:739,Terry was sitting up looking about him alert as ever,NA
1162,"Gilman, Charlotte Perkins",Herland,31,sentence,3292,3337,740:750,His remark though not loud roused Jeff also,NA
1163,"Gilman, Charlotte Perkins",Herland,32,sentence,3339,3352,751:755,We all sat up,NA
1164,"Gilman, Charlotte Perkins",Herland,33,sentence,3355,3424,756:770,Terry swung his legs out of bed stood up stretched himself mightily,NA
1165,"Gilman, Charlotte Perkins",Herland,34,sentence,3426,3540,771:791,He was in a long nightrobe a sort of seamless garment undoubtedly comfortablewe all found ourselves so covered,NA
1166,"Gilman, Charlotte Perkins",Herland,35,sentence,3542,3640,792:810,Shoes were beside each bed also quite comfortable and goodlooking though by no means like our own,NA
1167,"Gilman, Charlotte Perkins",Herland,36,sentence,3643,3745,811:830,We looked for our clothesthey were not there nor anything of all the varied contents of our pockets,NA
1168,"Gilman, Charlotte Perkins",Herland,37,sentence,3748,4002,831:878,A door stood somewhat ajar it opened into a most attractive bathroom copiously provided with towels soap mirrors and all such convenient comforts with indeed our toothbrushes and combs our notebooks and thank goodness our watchesbut no clothes,NA
1169,"Gilman, Charlotte Perkins",Herland,38,sentence,4005,4120,879:904,Then we made a search of the big room again and found a large airy closet holding plenty of clothing but not ours,NA
1170,"Gilman, Charlotte Perkins",Herland,39,sentence,4123,4157,905:914,A council of war demanded Terry,NA
1171,"Gilman, Charlotte Perkins",Herland,40,sentence,4159,4207,915:926,Come on back to bedthe beds all right anyhow,NA
1172,"Gilman, Charlotte Perkins",Herland,41,sentence,4209,4282,927:941,Now then my scientific friend let us consider our case dispassionately,NA
1173,"Gilman, Charlotte Perkins",Herland,42,sentence,4285,4328,942:951,He meant me but Jeff seemed most impressed,NA
1174,"Gilman, Charlotte Perkins",Herland,43,sentence,4331,4375,952:965,They havent hurt us in the least he said,NA
1175,"Gilman, Charlotte Perkins",Herland,44,sentence,4377,4457,966:981,They could have killed usoror anythingand I never felt better in my life,NA
1176,"Gilman, Charlotte Perkins",Herland,45,sentence,4460,4533,982:999,That argues that they are all women I suggested and highly civilized,NA
1177,"Gilman, Charlotte Perkins",Herland,46,sentence,4535,4623,1000:1017,You know you hit one in the last scrimmageI heard her sing outand we kicked awfully,NA
1178,"Gilman, Charlotte Perkins",Herland,47,sentence,4626,4650,1018:1023,Terry was grinning at us,NA
1179,"Gilman, Charlotte Perkins",Herland,48,sentence,4652,4726,1024:1040,So you realize what these ladies have done to us he pleasantly inquired,NA
1180,"Gilman, Charlotte Perkins",Herland,49,sentence,4728,4800,1041:1054,They have taken away all our possessions all our clothesevery stitch,NA
1181,"Gilman, Charlotte Perkins",Herland,50,sentence,4802,4912,1055:1075,We have been stripped and washed and put to bed like so many yearling babiesby these highly civilized women,NA
1182,"Gilman, Charlotte Perkins",Herland,51,sentence,4915,4936,1076:1079,Jeff actually blushed,NA
1183,"Gilman, Charlotte Perkins",Herland,52,sentence,4938,4965,1080:1085,He had a poetic imagination,NA
1184,"Gilman, Charlotte Perkins",Herland,53,sentence,4967,5001,1086:1092,Terry had imagination enough of a ,NA
1185,"Gilman, Charlotte Perkins",Herland,1093,entity,135,139,NULL,Terry,person
1186,"Gilman, Charlotte Perkins",Herland,1094,entity,3236,3240,NULL,Terry,person
1187,"Gilman, Charlotte Perkins",Herland,1095,entity,3328,3331,NULL,Jeff,person
1188,"Gilman, Charlotte Perkins",Herland,1096,entity,4302,4305,NULL,Jeff,person
1189,"Gilman, Charlotte Perkins",Herland,1097,entity,4626,4630,NULL,Terry,person
1190,"Gilman, Charlotte Perkins",Herland,1098,entity,4967,4971,NULL,Terry,person
1191,"Gilman, Charlotte Perkins",Herland,1099,entity,333,338,NULL,London,location
1192,"Gilman, Charlotte Perkins",Herland,1,sentence,2,16,58:60,different kind,NA
1193,"Gilman, Charlotte Perkins",Herland,2,sentence,18,42,61:67,So had I also different,NA
1194,"Gilman, Charlotte Perkins",Herland,3,sentence,44,154,68:87,I always flattered myself I had the scientific imagination which incidentally I considered the highest sort,NA
1195,"Gilman, Charlotte Perkins",Herland,4,sentence,156,254,88:108,One has a right to a certain amount of egotism if founded on factand kept to ones selfI think,NA
1196,"Gilman, Charlotte Perkins",Herland,5,sentence,257,287,109:119,No use kicking boys I said,NA
1197,"Gilman, Charlotte Perkins",Herland,6,sentence,289,347,120:132,Theyve got us and apparently theyre perfectly harmless,NA
1198,"Gilman, Charlotte Perkins",Herland,7,sentence,349,427,133:149,It remains for us to cook up some plan of escape like any other bottled heroes,NA
1199,"Gilman, Charlotte Perkins",Herland,8,sentence,429,490,150:162,Meanwhile weve got to put on these clothesHobsons choice,NA
1200,"Gilman, Charlotte Perkins",Herland,9,sentence,493,628,163:188,The garments were simple in the extreme and absolutely comfortable physically though of course we all felt like supes in the theater,NA
1201,"Gilman, Charlotte Perkins",Herland,10,sentence,630,931,189:247,There was a onepiece cotton undergarment thin and soft that reached over the knees and shoulders something like the onepiece pajamas some fellows wear and a kind of halfhose that came up to just under the knee and stayed therehad elastic tops of their own and covered the edges of the first,NA
1202,"Gilman, Charlotte Perkins",Herland,11,sentence,934,1117,248:282,Then there was a thicker variety of union suit a lot of them in the closet of varying weights and somewhat sturdier materialevidently they would do at a pinch with nothing further,NA
1203,"Gilman, Charlotte Perkins",Herland,12,sentence,1119,1175,283:294,Then there were tunics kneelength and some long robes,NA
1204,"Gilman, Charlotte Perkins",Herland,13,sentence,1177,1208,295:302,Needless to say we took tunics,NA
1205,"Gilman, Charlotte Perkins",Herland,14,sentence,1211,1249,303:309,We bathed and dressed quite cheerfully,NA
1206,"Gilman, Charlotte Perkins",Herland,15,sentence,1252,1314,310:325,Not half bad said Terry surveying himself in a long mirror,NA
1207,"Gilman, Charlotte Perkins",Herland,16,sentence,1316,1478,326:359,His hair was somewhat longer than when we left the last barber and the hats provided were much like those seen on the prince in the fairy tale lacking the plume,NA
1208,"Gilman, Charlotte Perkins",Herland,17,sentence,1481,1671,360:401,The costume was similar to that which we had seen on all the women though some of them those working in the fields glimpsed by our glasses when we first flew over wore only the first two,NA
1209,"Gilman, Charlotte Perkins",Herland,18,sentence,1674,1801,402:430,I settled my shoulders and stretched my arms remarking They have worked out a mighty sensible dress Ill say that for them,NA
1210,"Gilman, Charlotte Perkins",Herland,19,sentence,1803,1827,431:436,With which we all agreed,NA
1211,"Gilman, Charlotte Perkins",Herland,20,sentence,1830,1987,437:472,Now then Terry proclaimed weve had a fine long sleepweve had a good bathwere clothed and in our right minds though feeling like a lot of neuters,NA
1212,"Gilman, Charlotte Perkins",Herland,21,sentence,1989,2067,473:488,Do you think these highly civilized ladies are going to give us any breakfast,NA
1213,"Gilman, Charlotte Perkins",Herland,22,sentence,2070,2118,489:499,Of course they will Jeff asserted confidently,NA
1214,"Gilman, Charlotte Perkins",Herland,23,sentence,2120,2181,500:515,If they had meant to kill us they would have done it before,NA
1215,"Gilman, Charlotte Perkins",Herland,24,sentence,2183,2230,516:527,I believe we are going to be treated as guests,NA
1216,"Gilman, Charlotte Perkins",Herland,25,sentence,2233,2276,528:539,Hailed as deliverers I think said Terry,NA
1217,"Gilman, Charlotte Perkins",Herland,26,sentence,2279,2316,540:549,Studied as curiosities I told them,NA
1218,"Gilman, Charlotte Perkins",Herland,27,sentence,2318,2343,550:557,But anyhow we want food,NA
1219,"Gilman, Charlotte Perkins",Herland,28,sentence,2345,2365,558:564,So now for a sortie,NA
1220,"Gilman, Charlotte Perkins",Herland,29,sentence,2368,2392,565:571,A sortie was not so easy,NA
1221,"Gilman, Charlotte Perkins",Herland,30,sentence,2395,2503,572:595,The bathroom only opened into our chamber and that had but one outlet a big heavy door which was fastened,NA
1222,"Gilman, Charlotte Perkins",Herland,31,sentence,2506,2517,596:598,We listened,NA
1223,"Gilman, Charlotte Perkins",Herland,32,sentence,2520,2561,599:608,Theres someone outside Jeff suggested,NA
1224,"Gilman, Charlotte Perkins",Herland,33,sentence,2563,2576,609:614,Lets knock,NA
1225,"Gilman, Charlotte Perkins",Herland,34,sentence,2579,2619,615:623,So we knocked whereupon the door opened,NA
1226,"Gilman, Charlotte Perkins",Herland,35,sentence,2622,2767,624:652,Outside was another large room furnished with a great table at one end long benches or couches against the wall some smaller tables and chairs,NA
1227,"Gilman, Charlotte Perkins",Herland,36,sentence,2769,2873,653:672,All these were solid strong simple in structure and comfortable in usealso incidentally beautiful,NA
1228,"Gilman, Charlotte Perkins",Herland,37,sentence,2876,2978,673:694,This room was occupied by a number of women eighteen to be exact some of whom we distinctly recalled,NA
1229,"Gilman, Charlotte Perkins",Herland,38,sentence,2981,3013,695:700,Terry heaved a disappointed sigh,NA
1230,"Gilman, Charlotte Perkins",Herland,39,sentence,3015,3029,701:705,The Colonels,NA
1231,"Gilman, Charlotte Perkins",Herland,40,sentence,3031,3058,706:712,I heard him whisper to Jeff,NA
1232,"Gilman, Charlotte Perkins",Herland,41,sentence,3061,3184,713:739,Jeff however advanced and bowed in his best manner so did we all and we were saluted civilly by the tallstanding women,NA
1233,"Gilman, Charlotte Perkins",Herland,42,sentence,3187,3328,740:768,We had no need to make pathetic pantomime of hunger the smaller tables were already laid with food and we were gravely invited to be seated,NA
1234,"Gilman, Charlotte Perkins",Herland,43,sentence,3330,3496,769:800,The tables were set for two each of us found ourselves placed visavis with one of our hosts and each table had five other stalwarts nearby unobtrusively watching,NA
1235,"Gilman, Charlotte Perkins",Herland,44,sentence,3498,3547,801:812,We had plenty of time to get tired of those women,NA
1236,"Gilman, Charlotte Perkins",Herland,45,sentence,3550,3630,813:827,The breakfast was not profuse but sufficient in amount and excellent in quality,NA
1237,"Gilman, Charlotte Perkins",Herland,46,sentence,3632,3832,828:865,We were all too good travelers to object to novelty and this repast with its new but delicious fruit its dish of large richflavored nuts and its highly satisfactory little cakes was most agreeable,NA
1238,"Gilman, Charlotte Perkins",Herland,47,sentence,3834,3934,866:886,There was water to drink and a hot beverage of a most pleasing quality some preparation like cocoa,NA
1239,"Gilman, Charlotte Perkins",Herland,48,sentence,3937,4028,887:904,And then and there willynilly before we had satisfied our appetites our education began,NA
1240,"Gilman, Charlotte Perkins",Herland,49,sentence,4031,4177,905:939,By each of our plates lay a little book a real printed book though different from ours both in paper and binding as well of course as in type,NA
1241,"Gilman, Charlotte Perkins",Herland,50,sentence,4179,4205,940:944,We examined them curiously,NA
1242,"Gilman, Charlotte Perkins",Herland,51,sentence,4208,4243,945:953,Shades of Sauveur muttered Terry,NA
1243,"Gilman, Charlotte Perkins",Herland,52,sentence,4245,4274,954:962,Were to learn the language,NA
1244,"Gilman, Charlotte Perkins",Herland,53,sentence,4277,4354,963:981,We were indeed to learn the language and not only that but to teach our own,NA
1245,"Gilman, Charlotte Perkins",Herland,54,sentence,4356,4580,982:1029,There were blank books with parallel columns neatly ruled evidently prepared for the occasion and in these as fast as we learned and wrote down the name of anything we were urged to write our own name for it by its side,NA
1246,"Gilman, Charlotte Perkins",Herland,55,sentence,4583,4867,1030:1085,The book we had to study was evidently a schoolbook one in which children learned to read and we judged from this and from their frequent consultation as to methods that they had had no previous experience in the art of teaching foreigners their language or of learning any other,NA
