,author,title,type,start,end,words,kind
1349,"Gilman, Charlotte Perkins",Herland,sentence,1149,1338,There was always a string of those uncomfortably strong women sitting about always one of them watching us even if the others were reading playing games or busy at some kind of handiwork,NA
1350,"Gilman, Charlotte Perkins",Herland,sentence,1341,1410,When I see them knit Terry said I can almost call them feminine,NA
1351,"Gilman, Charlotte Perkins",Herland,sentence,1413,1465,That doesnt prove anything Jeff promptly replied,NA
1352,"Gilman, Charlotte Perkins",Herland,sentence,1467,1507,Scotch shepherds knitalways knitting,NA
1353,"Gilman, Charlotte Perkins",Herland,sentence,1510,1702,When we get out Terry stretched himself and looked at the far peaks when we get out of this and get to where the real women arethe mothers and the girls  Well whatll we do then,NA
1354,"Gilman, Charlotte Perkins",Herland,sentence,1704,1728,I asked rather gloomily,NA
1355,"Gilman, Charlotte Perkins",Herland,sentence,1730,1766,How do you know well ever get out,NA
1356,"Gilman, Charlotte Perkins",Herland,sentence,1769,1872,This was an unpleasant idea which we unanimously considered returning with earnestness to our studies,NA
1357,"Gilman, Charlotte Perkins",Herland,sentence,1875,1936,If we are good boys and learn our lessons well I suggested,NA
1358,"Gilman, Charlotte Perkins",Herland,sentence,1938,2045,If we are quiet and respectful and polite and they are not afraid of usthen perhaps they will let us out,NA
1359,"Gilman, Charlotte Perkins",Herland,sentence,2047,2132,And anywaywhen we do escape it is of immense importance that we know the language,NA
1360,"Gilman, Charlotte Perkins",Herland,sentence,2135,2290,Personally I was tremendously interested in that language and seeing they had books was eager to get at them to dig into their history if they had one,NA
1361,"Gilman, Charlotte Perkins",Herland,sentence,2293,2402,It was not hard to speak smooth and pleasant to the ear and so easy to read and write that I marveled at it,NA
1362,"Gilman, Charlotte Perkins",Herland,sentence,2404,2545,They had an absolutely phonetic system the whole thing was as scientific as Esparanto yet bore all the marks of an old and rich civilization,NA
1363,"Gilman, Charlotte Perkins",Herland,sentence,2548,2741,We were free to study as much as we wished and were not left merely to wander in the garden for recreation but introduced to a great gymnasium partly on the roof and partly in the story below,NA
1364,"Gilman, Charlotte Perkins",Herland,sentence,2743,2791,Here we learned real respect for our tall guards,NA
1365,"Gilman, Charlotte Perkins",Herland,sentence,2793,2870,No change of costume was needed for this work save to lay off outer clothing,NA
1366,"Gilman, Charlotte Perkins",Herland,sentence,2872,3031,The first one was as perfect a garment for exercise as need be devised absolutely free to move in and I had to admit much betterlooking than our usual one,NA
1367,"Gilman, Charlotte Perkins",Herland,sentence,3034,3136,Fortyover fortysome of em fifty I betand look at em grumbled Terry in reluctant admiration,NA
1368,"Gilman, Charlotte Perkins",Herland,sentence,3139,3276,There were no spectacular acrobatics such as only the young can perform but for allaround development they had a most excellent system,NA
1369,"Gilman, Charlotte Perkins",Herland,sentence,3278,3393,A good deal of music went with it with posture dancing and sometimes gravely beautiful processional performances,NA
1370,"Gilman, Charlotte Perkins",Herland,sentence,3396,3425,Jeff was much impressed by it,NA
1371,"Gilman, Charlotte Perkins",Herland,sentence,3427,3568,We did not know then how small a part of their physical culture methods this really was but found it agreeable to watch and to take part in,NA
1372,"Gilman, Charlotte Perkins",Herland,sentence,3571,3601,Oh yes we took part all right,NA
1373,"Gilman, Charlotte Perkins",Herland,sentence,3603,3670,It wasnt absolutely compulsory but we thought it better to please,NA
1374,"Gilman, Charlotte Perkins",Herland,sentence,3673,3853,Terry was the strongest of us though I was wiry and had good staying power and Jeff was a great sprinter and hurdler but I can tell you those old ladies gave us cards and spades,NA
1375,"Gilman, Charlotte Perkins",Herland,sentence,3855,3972,They ran like deer by which I mean that they ran not as if it was a performance but as if it was their natural gait,NA
1376,"Gilman, Charlotte Perkins",Herland,sentence,3974,4065,We remembered those fleeting girls of our first bright adventure and concluded that it was,NA
1377,"Gilman, Charlotte Perkins",Herland,sentence,4068,4202,They leaped like deer too with a quick folding motion of the legs drawn up and turned to one side with a sidelong twist of the body,NA
1378,"Gilman, Charlotte Perkins",Herland,sentence,4204,4333,I remembered the sprawling spreadeagle way in which some of the fellows used to come over the lineand tried to learn the trick,NA
1379,"Gilman, Charlotte Perkins",Herland,sentence,4335,4389,We did not easily catch up with these experts however,NA
1380,"Gilman, Charlotte Perkins",Herland,sentence,4392,4480,Never thought Id live to be bossed by a lot of elderly lady acrobats Terry protested,NA
1381,"Gilman, Charlotte Perkins",Herland,sentence,4483,4572,They had games too a good many of them but we found them rather uninteresting at first,NA
1382,"Gilman, Charlotte Perkins",Herland,sentence,4574,4734,It was like two people playing solitaire to see who would get it first more like a race or aa competitive examination than a real game with some fight in it,NA
1383,"Gilman, Charlotte Perkins",Herland,sentence,4737,4828,I philosophized a bit over this and told Terry it argued against their having any men about,NA
1384,"Gilman, Charlotte Perkins",Herland,sentence,4830,4878,There isnt a mansize game in the lot I said,NA
1385,"Gilman, Charlotte Perkins",Herland,sentence,4881,4972,But they are interestingI like them Jeff objected and Im sure they are educational,NA
1386,"Gilman, Charlotte Perkins",Herland,sentence,4975,5001,Im sick and tired of bein,NA
1387,"Gilman, Charlotte Perkins",Herland,entity,1365,1369,Terry,person
1388,"Gilman, Charlotte Perkins",Herland,entity,1530,1534,Terry,person
1389,"Gilman, Charlotte Perkins",Herland,entity,3754,3757,Jeff,person
1390,"Gilman, Charlotte Perkins",Herland,entity,906,909,Peru,location
1391,"Gilman, Charlotte Perkins",Herland,sentence,1,30,ng educated Terry protested,NA
1392,"Gilman, Charlotte Perkins",Herland,sentence,32,73,Fancy going to a dame schoolat our age,NA
1393,"Gilman, Charlotte Perkins",Herland,sentence,75,93,I want to Get Out,NA
1394,"Gilman, Charlotte Perkins",Herland,sentence,96,156,But we could not get out and we were being educated swiftly,NA
1395,"Gilman, Charlotte Perkins",Herland,sentence,158,203,Our special tutors rose rapidly in our esteem,NA
1396,"Gilman, Charlotte Perkins",Herland,sentence,205,303,They seemed of rather finer quality than the guards though all were on terms of easy friendliness,NA
1397,"Gilman, Charlotte Perkins",Herland,sentence,305,359,Mine was named Somel Jeffs Zava and Terrys Moadine,NA
1398,"Gilman, Charlotte Perkins",Herland,sentence,361,460,We tried to generalize from the names those of the guards and of our three girls but got nowhere,NA
1399,"Gilman, Charlotte Perkins",Herland,sentence,463,572,They sound well enough and theyre mostly short but theres no similarity of terminationand no two alike,NA
1400,"Gilman, Charlotte Perkins",Herland,sentence,574,618,However our acquaintance is limited as yet,NA
1401,"Gilman, Charlotte Perkins",Herland,sentence,621,697,There were many things we meant to askas soon as we could talk well enough,NA
1402,"Gilman, Charlotte Perkins",Herland,sentence,699,726,Better teaching I never saw,NA
1403,"Gilman, Charlotte Perkins",Herland,sentence,728,889,From morning to night there was Somel always on call except between two and four always pleasant with a steady friendly kindness that I grew to enjoy very much,NA
1404,"Gilman, Charlotte Perkins",Herland,sentence,891,1122,Jeff said Miss Zavahe would put on a title though they apparently had nonewas a darling that she reminded him of his Aunt Esther at home but Terry refused to be won and rather jeered at his own companion when we were alone,NA
1405,"Gilman, Charlotte Perkins",Herland,sentence,1125,1155,Im sick of it he protested,NA
1406,"Gilman, Charlotte Perkins",Herland,sentence,1157,1181,Sick of the whole thing,NA
1407,"Gilman, Charlotte Perkins",Herland,sentence,1183,1327,Here we are cooped up as helpless as a bunch of threeyearold orphans and being taught what they think is necessarywhether we like it or not,NA
1408,"Gilman, Charlotte Perkins",Herland,sentence,1329,1363,Confound their oldmaid impudence,NA
1409,"Gilman, Charlotte Perkins",Herland,sentence,1366,1393,Nevertheless we were taught,NA
1410,"Gilman, Charlotte Perkins",Herland,sentence,1395,1607,They brought in a raised map of their country beautifully made and increased our knowledge of geographical terms but when we inquired for information as to the country outside they smilingly shook their heads,NA
1411,"Gilman, Charlotte Perkins",Herland,sentence,1610,1731,They brought pictures not only the engravings in the books but colored studies of plants and trees and flowers and birds,NA
1412,"Gilman, Charlotte Perkins",Herland,sentence,1733,1820,They brought tools and various small objectswe had plenty of material in our school,NA
1413,"Gilman, Charlotte Perkins",Herland,sentence,1823,1956,If it had not been for Terry we would have been much more contented but as the weeks ran into months he grew more and more irritable,NA
1414,"Gilman, Charlotte Perkins",Herland,sentence,1959,2013,Dont act like a bear with a sore head I begged him,NA
1415,"Gilman, Charlotte Perkins",Herland,sentence,2015,2039,Were getting on finely,NA
1416,"Gilman, Charlotte Perkins",Herland,sentence,2041,2167,Every day we can understand them better and pretty soon we can make a reasonable plea to be let out  LET out he stormed,NA
1417,"Gilman, Charlotte Perkins",Herland,sentence,2169,2210,LET outlike children kept after school,NA
1418,"Gilman, Charlotte Perkins",Herland,sentence,2212,2247,I want to Get Out and Im going to,NA
1419,"Gilman, Charlotte Perkins",Herland,sentence,2249,2379,I want to find the men of this place and fightor the girls  Guess its the girls youre most interested in Jeff commented,NA
1420,"Gilman, Charlotte Perkins",Herland,sentence,2381,2475,What are you going to fight WITHyour fists  Yesor sticks and stonesId just like to,NA
1421,"Gilman, Charlotte Perkins",Herland,sentence,2477,2532,And Terry squared off and tapped Jeff softly on the jaw,NA
1422,"Gilman, Charlotte Perkins",Herland,sentence,2534,2562,Just for instance he said,NA
1423,"Gilman, Charlotte Perkins",Herland,sentence,2565,2635,Anyhow he went on we could get back to our machine and clear out,NA
1424,"Gilman, Charlotte Perkins",Herland,sentence,2638,2677,If its there I cautiously suggested,NA
1425,"Gilman, Charlotte Perkins",Herland,sentence,2680,2701,Oh dont croak Van,NA
1426,"Gilman, Charlotte Perkins",Herland,sentence,2703,2781,If it isnt there well find our way down somehowthe boats there I guess,NA
1427,"Gilman, Charlotte Perkins",Herland,sentence,2784,2871,It was hard on Terry so hard that he finally persuaded us to consider a plan of escape,NA
1428,"Gilman, Charlotte Perkins",Herland,sentence,2873,3018,It was difficult it was highly dangerous but he declared that hed go alone if we wouldnt go with him and of course we couldnt think of that,NA
1429,"Gilman, Charlotte Perkins",Herland,sentence,3021,3086,It appeared he had made a pretty careful study of the environment,NA
1430,"Gilman, Charlotte Perkins",Herland,sentence,3088,3214,From our end window that faced the point of the promontory we could get a fair idea of the stretch of wall and the drop below,NA
1431,"Gilman, Charlotte Perkins",Herland,sentence,3216,3320,Also from the roof we could make out more and even in one place glimpse a sort of path below the wall,NA
1432,"Gilman, Charlotte Perkins",Herland,sentence,3323,3365,Its a question of three things he said,NA
1433,"Gilman, Charlotte Perkins",Herland,sentence,3367,3403,Ropes agility and not being seen,NA
1434,"Gilman, Charlotte Perkins",Herland,sentence,3406,3470,Thats the hardest part I urged still hoping to dissuade him,NA
1435,"Gilman, Charlotte Perkins",Herland,sentence,3472,3589,One or another pair of eyes is on us every minute except at night  Therefore we must do it at night he answered,NA
1436,"Gilman, Charlotte Perkins",Herland,sentence,3591,3604,Thats easy,NA
1437,"Gilman, Charlotte Perkins",Herland,sentence,3607,3741,Weve got to think that if they catch us we may not be so well treated afterward said Jeff  Thats the business risk we must take,NA
1438,"Gilman, Charlotte Perkins",Herland,sentence,3743,3773,Im goingif I break my neck,NA
1439,"Gilman, Charlotte Perkins",Herland,sentence,3775,3800,There was no changing him,NA
1440,"Gilman, Charlotte Perkins",Herland,sentence,3803,3832,The rope problem was not easy,NA
1441,"Gilman, Charlotte Perkins",Herland,sentence,3834,3947,Something strong enough to hold a man and long enough to let us down into the garden and then down over the wall,NA
