,author,title,type,start,end,kind,words
414,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,35787,35790,location,Moon
710,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,35908,36104,NA,One time when the Duchess her Soul was with the Empress she seemd to be very sad and melancholy at which the Empress was very much troubled and asked her the reason of her Melancholick humour
98,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,36004,37134,NA,This observation amazed the Empress very much for she had hitherto believed That Snow was made by cold motions and not by such an agitation or beating of a fiery extract upon water Nor could she be perswaded to believe it until the Fish or Mearmen had delivered their observation upon the making of Ice which they said was not produced as some hitherto conceived by the motion of the Air raking the Superficies of the Earth but by some strong saline vapour arising out of the Seas which condensed Water into Ice and the more quantity there was of that vapour the greater were the Mountains of Precipices of Ice but the reason that it did not so much freeze in the Torrid Zone or under the Ecliptick as near or under the Poles was that this vapour in those places being drawn up by the Sunbeams into the middle Region of the Air was onely condensed into Water and fell down in showres of Rain when as under the Poles the heat of the Sun being not so vehement the same vapour had no force or power to rise so high and therefore caused so much Ice by ascending and acting onely upon the surface of water
711,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,36106,36293,NA,Truly said the Duchess to the Empress for between dear friends theres no concealment they being like several parts of one united body my Melancholy proceeds from an extream Ambition
993,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,36106,36110,person,Truly
712,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,36295,36349,NA,The Empress asked What the height of her ambition was
713,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,36351,36568,NA,The Duchess answered That neither she her self nor no Creature in the World was able to know either the height depth or breadth of her Ambition but said she my present desire is that I would be a great Princess
415,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,36434,36438,location,Earth
714,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,36570,37158,NA,The Empress replied so you are for you are a Princess of the fourth or fifth Degree for a Duke or Duchess is the highest title or honour that a subject can arrive to as being the next to a Kings Title and as for the name of a Prince of Princess it belongs to all that are adopted to the Crown so that those that can add a Crown to their Arms are Princes and therefore a Duke is a Title above a Prince for example the Duke of Savoy the Duke of Florence the Duke of Lorrain as also Kings Brothers are not called by the name of Princes but Dukes this being the higher Title
416,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,36600,36608,location,Mountains
1063,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,37026,37033,location,Florence
99,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,37137,37688,NA,This Relation confirmed partly the observation of the Birdmen concerning the cause of Snow but since they had made mention that that same extract which by its commixture with Water made Snow proceeded from the Element of Fire that is under the Moon The Emperess asked them of what nature that Elementary Fire was whether it was like ordinary Fire here upon Earth or such a Fire as is within the bowels of the Earth and as the famous Mountains Vesuvius and Ætna do burn withal or whether it was such a sort of fire as is found in flints c
715,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,37160,37253,NA,Tis true answered the Duchess unless it be Kings Eldest sons and they are created Princes
417,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,37224,37227,location,Snow
716,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,37255,37621,NA,Yes replied the Empress but no soveraign does make a subject equal to himself such as Kings eldest sons partly are And although some Dukes be soveraigns yet I have heard that a Prince by his Title is soveraign by reason the Title of a Prince is more a Title of Honour then of soveraignty for as I said before it belongs to all that are adopted to the Crown
418,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,37386,37389,location,Moon
419,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,37502,37506,location,Earth
420,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,37555,37559,location,Earth
421,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,37580,37588,location,Mountains
717,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,37623,37800,NA,Well said the Duchess setting aside this dispute my Ambition is That I would fain be as you are that is an Empress of a World and I shall never be at quiet until I be one
